;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04/01/2010 00:00
;;0;;;;;;-0.017400515;;;;;;0.005411619;;0;;;;0.000759205;;;0;;0;-0.051293294;;;;;;;-0.003633411;0;;;;;;0.00062054;;;;;;;0.050643733;-0.001397138;0;;;;;;0.010723537;;;;0;;;0.00723404;;;;;;;;;;;;;;;;;0.021142437;;;;;;;;;;;0.247241103;;;;;;0;0.01169604;;;05/01/2010 00:00
;;-0.054808236;;;;;;0.029823035;;;;;;-0.004427098;;0;;;;0.001516684;;;0;;0;0.022305758;;;;;-0.039220713;;0.004036332;0;;;;;;0.004950505;;;;;;;0.024391453;-0.004201819;-0.005602256;;;;;;-0.011202644;;;;0;;;0.016780895;;;;;;;;;;;;;;;;;0.004175371;;;;;;;;;;;0.009478744;;;;;;0;0;;;06/01/2010 00:00
;;0;;;;;;-0.01242252;;;;;;0.003745437;;-0.294602515;;;;0.047357801;;;0;;0;0.223143551;;;;;0.039220713;;-0.015016495;0;;;;;;-0.004950505;;;;;;;0;-0.026307574;-0.011299555;;;;;;0.041320359;;;;0.091567194;;;0.017715915;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0.037041272;;;;;;-0.024692613;0;;;07/01/2010 00:00
;;0;;;;;;-0.010050336;;;;;;;;0.328504067;;;;0.008874024;;;;;0;-0.093664476;;;;;;;0.014008939;-0.020834087;;;;;;-0.00809721;;;;;;;-0.012121361;-0.013052903;-0.031748698;;;;;;0.025432799;;;;0.01242252;;;0.051913605;;;;;;;;;;;;;;;;;-0.002085506;;;;;;;;;;;0.070204259;;;;;;0;0.045462374;;;08/01/2010 00:00
;;0.027779564;;;;;;0.016280886;;;;;;0.009924101;;0;;;;0.020092864;;;-0.062520357;;0;0.15082289;;;;;0;;-0.003028776;0;;;;;;0.000625195;;;;;;;0;0.006184939;0.00584797;;;;;;-0.006523426;;;;0;;;0.005732501;;;;;;;;;;;;;;;;;0.004166673;;;;;;;;;;;0.016807118;;;;;;0;0.182321557;;;11/01/2010 00:00
;;-0.041964199;;;;;;0.042559614;;;;;;-0.016735682;;-0.068992871;;;;-0.010114164;;;0;;0;0.027398974;;;;;;;-0.003037977;0;;;;;;-0.006898742;;;;;;;0.012121361;-0.000725944;-0.041672696;;;;;;0.003379559;;;;0;;;-0.020792106;;;;;;;;;;;;;;;;;0.008281621;;;;;;;;;;;0.016529302;;;;;;0;-0.057158414;;;12/01/2010 00:00
;;0;;;;;;0.03509132;;;;;;-0.013470448;;0;;;;-0.003552402;;;0;;0;-0.027398974;;;;;;;-0.003657777;0.080852097;;;;;;-0.000629525;;;;;;;0.011976191;0.001088441;-0.009160369;;;;;;-0.001125236;;;;0.059898142;;;-0.014105421;;;;;;;;;;;;;;;;;0.020408872;;;;;;;;;;;0;;;;;;0;0;;;13/01/2010 00:00
;;0;;;;;;-0.045863417;;;;;;-0.002239054;;0;;;;-0.008338345;;;-0.066691374;;-0.001958864;0.054067221;;;;;;;0.003657777;0;;;;;;0.014379741;;;;;;;0.011834458;-0.008008939;-0.024845999;;;;;;0.02226763;;;;0.036533743;;;0.018472897;;;;;;;;;;;;;;;;;-0.008113635;;;;;;;;;;;0.032260862;;;;;;0.024692613;0;;;14/01/2010 00:00
;;0;;;;;;0.0016833;;;;;;-0.020016557;;;;;;-0.003835096;;;0;;0;0;;;;;;;-0.009783996;-0.009756175;;;;;;-0.004978231;;;;;;;0.01169604;-0.015469703;0;;;;;;-0.036326901;;;;0.030907537;;;0.002901067;;;;;;;;;;;;;;;;;-0.004081638;;;;;;;;;;;0.076372979;;;;;;0;-0.060624622;;;15/01/2010 00:00
;;-0.089612159;;;;;;0.055608813;;;;;;0.013883625;;0;;;;-0.021360035;;;-0.109199292;;0;0.051293294;;;;;0;;0.005515242;;;;;;;0.000623636;;;;;;;0.011560822;0.006659571;0.043083586;;;;;;0.003419693;;;;0;;;-0.009605741;;;;;;;;;;;;;;;;;-0.006153866;;;;;;;;;;;0;;;;;;0;0;;;18/01/2010 00:00
;;0;;;;;;0.069144375;;;;;;0.010148975;;;;;;-0.004425874;;;-0.080042708;;0;0.262364264;;;;;-0.167054085;;0.025343291;0;;;;;;0.017305747;;;;;;;0.022728251;0.01245909;;;;;;;-0.018838329;;;;-0.021978907;;;-0.000585063;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0;;;;;;0;0.113142656;;;19/01/2010 00:00
;;0;;;;;;0.026165805;;;;;;-0.017687688;;0;;;;-0.008662348;;;0.117783036;;0;0.074107972;;;;;;;0.009881503;0;;;;;;0.009149195;;;;;;;-0.011299555;-0.00988152;-0.006042314;;;;;;-0.004415931;;;;0.021978907;;;0.008741199;;;;;;;;;;;;;;;;;-0.03135053;;;;;;;;;;;0;;;;;;0;-0.052518034;;;20/01/2010 00:00
;;0.015504187;;;;;;0.002063984;;;;;;0.00468519;;0;;;;0.012842854;;;0;;-0.001962709;0.03509132;;;;;;;0.031933047;0;;;;;;-0.007924455;;;;;;;0.011299555;-0.005161872;0;;;;;;0.003951945;;;;0;;;0.013256717;;;;;;;;;;;;;;;;;0.01892801;;;;;;;;;;;0.149940147;;;;;;0;0;;;21/01/2010 00:00
;;0;;;;;;-0.048584;;;;;;-0.028226444;;-0.018018506;;;;-0.023337703;;;0;;-0.003937013;-0.136491434;;;;;0.022472856;;-0.003816799;-0.050261835;;;;;;0.007317106;;;;;;;;0.001846308;;;;;;;-0.026329468;;;;0;;;-0.0370357;;;;;;;;;;;;;;;;;0.00623055;;;;;;;;;;;0.012578782;;;;;;0;0;;;22/01/2010 00:00
;;0;;;;;;0.027749913;;;;;;-0.005100869;;;;;;-0.012130551;;;0;;-0.003952574;-0.032131278;;;;;-0.022472856;;0.006669868;-0.010362787;;;;;;0.01087624;;;;;;;-0.011299555;-0.014870393;;;;;;;-0.013912604;;;;0;;;-0.005063479;;;;;;;;;;;;;;;;;0.032589442;;;;;;;;;;;-0.091567194;;;;;;0;0.004889985;;;25/01/2010 00:00
;;0;;;;;;-0.032088315;;;;;;-0.002210717;;0;;;;-0.00714471;;;0;;-0.009950331;-0.051078495;;;;;0.022472856;;0.011331566;0;;;;;;-0.026798193;;;;;;;0;0.010061888;;;;;;;-0.006786054;;;;0.042559614;;;0.000597148;;;;;;;;;;;;;;;;;0;;;;;;;;;;;-0.024264622;;;;;;0;-0.004889985;;;26/01/2010 00:00
;;0;;;;;;-0.066976273;;;;;;-0.013367929;;0;;;;-0.023317119;;;-0.037740328;;-0.006018072;0.162948391;;;;;;;-0.000939408;0;;;;;;0.029199155;;;;;;;;-0.000370626;;;;;;;-0.000243375;;;;-0.021053409;;;-0.011404679;;;;;;;;;;;;;;;;;-0.002006019;;;;;;;;;;;-0.046687114;;;;;;0;-0.019802627;;;27/01/2010 00:00
;;-0.015504187;;;;;;0.011095814;;;;;;-0.020152116;;-0.075507553;;;;0.01740982;;;0;;0;-0.052446475;;;;;;;0.00375235;0;;;;;;-0.029199155;;;;;;;;-0.016455154;0;;;;;;-0.005855056;;;;0.01268516;;;-0.002417695;;;;;;;;;;;;;;;;;-0.006042314;;;;;;;;;;;-0.045120435;;;;;;0;0;;;28/01/2010 00:00
;;0;;;;;;-0.004608303;;;;;;0.010901575;;-0.027834799;;;;-0.002579315;;;0;;0;0;;;;;;;0.004670723;0;;;;;;;;;;;;;;0.014598609;-0.015267472;;;;;;-0.026529392;;;;-0.023380449;;;0.03127583;;;;;;;;;;;;;;;;;-0.008113635;;;;;;;;;;;-0.015504187;;;;;;0;-0.083381609;;;29/01/2010 00:00
;;0;;;;;;-0.066850661;;;;;;0.005830699;;;;;;0.007205384;;;0;;0;-0.05942342;;;;;;;0.027575277;-0.075711822;;;;;;0.026798193;;;;;;;-0.022989518;0.008510413;0;;;;;;0.002509404;;;;0;;;0.007013419;;;;;;;;;;;;;;;;;-0.006128722;;;;;;;;;;;0.060624622;;;;;;0;0;;;01/02/2010 00:00
;;0;;;;;;0.063380443;;;;;;0.005424678;;0;;;;0.017789542;;;;;0.006018072;0.01055633;;;;;;;-0.016453753;0;;;;;;0.00718566;;;;;;;0;-0.002582396;-0.026501941;;;;;;0.014925682;;;;0.031748698;;;0.034066547;;;;;;;;;;;;;;;;;0;;;;;;;;;;;-0.029852963;;;;;;0;-0.021978907;;;02/02/2010 00:00
;;0;;;;;;-0.027012799;;;;;;-0.000367645;;0;;;;0.038299925;;;0;;0.00796817;0.04886709;;;;;;;-0.021426064;0.033152207;;;;;;-0.019277705;;;;;;;0;-0.00629954;0.010997754;;;;;;0.007379959;;;;0;;;-0.013316587;;;;;;;;;;;;;;;;;0;;;;;;;;;;;0.029852963;;;;;;-0.075985907;0;;;03/02/2010 00:00
;;0;;;;;;-0.048790164;;;;;;-0.017807843;;0;;;;-0.0357842;;;;;-0.001986098;-0.2135741;;;;;-0.022472856;;-0.010411831;-0.021978907;;;;;;-0.00732604;;;;;;;0;0.035065447;-0.031748698;;;;;;-0.01208226;;;;0;;;-0.02074996;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.076372979;;;;;;0.123613956;0;;;04/02/2010 00:00
